scenario,time_s,veh,latency_ms,loss_rate,speed_mps,dist_to_stop_m,TTC_s,fresh,canStop,safeGap,permit,red,ped,mode,hard_brake,conflict,viol_conflict_brake
baseline,13.0,veh_01,50,0.01,8.547019267733091,31.28864656363472,4.232554935393278,1,1,1,1,1,0,YIELD,0,0,0
baseline,13.5,veh_01,50,0.01,13.127094055037016,32.95293280771532,7.854890259535501,1,1,1,1,0,0,CRUISE,0,0,0
baseline,14.0,veh_01,50,0.01,10.198083930243586,32.56605504986744,2.3393433180999677,1,1,1,0,0,0,YIELD,0,0,0
baseline,14.5,veh_01,50,0.01,11.12491875062017,33.170213423582744,6.082873403560432,1,1,1,1,0,0,CRUISE,0,0,0
baseline,15.0,veh_01,50,0.01,10.19488016331181,35.21013267908731,0.1,1,1,0,1,0,0,CRUISE,0,0,0
baseline,15.5,veh_01,50,0.01,17.556834553526812,35.68212746271859,0.8824350176215852,1,1,0,1,0,0,CRUISE,0,0,0
baseline,16.0,veh_01,50,0.01,11.959508325786198,37.4918657212732,2.139039883468644,1,1,1,1,1,0,YIELD,0,0,0
baseline,16.5,veh_01,50,0.01,8.8268672131323,36.331236827861495,2.2337074520875952,1,1,1,1,0,0,CRUISE,0,0,0
baseline,17.0,veh_01,50,0.01,14.467634736309567,40.75487730351321,4.305552697208275,1,1,1,1,0,0,CRUISE,0,0,0
baseline,17.5,veh_01,50,0.01,8.337469050086934,41.61250999248018,4.434763396252702,1,1,1,0,1,0,YIELD,0,0,0
baseline,18.0,veh_01,50,0.01,12.626590785014265,41.24349657482635,3.617768097441453,1,1,1,1,0,0,CRUISE,0,0,0
baseline,18.5,veh_01,50,0.01,6.1209896283606735,41.350694896477265,3.7751830498563077,1,1,1,1,1,0,YIELD,0,0,0
baseline,19.0,veh_01,50,0.01,8.015441853304708,41.171638862416515,4.791647141397491,1,1,1,1,1,0,YIELD,0,0,0
baseline,19.5,veh_01,50,0.01,12.59058370760737,43.8871882965324,5.249835816431112,1,1,1,1,1,0,YIELD,0,0,0
baseline,20.0,veh_01,50,0.01,14.215399739986232,44.04019487943744,2.0101914758353616,0,1,1,1,0,0,ESTOP,0,0,0
baseline,20.5,veh_01,50,0.01,12.514104843569912,42.591323390477825,3.4571635431504943,0,1,1,1,0,0,ESTOP,0,0,0
baseline,21.0,veh_01,50,0.01,11.653055152835279,46.19403494739376,3.8956152656304845,1,1,1,1,0,0,CRUISE,0,0,0
baseline,21.5,veh_01,50,0.01,11.096688913232134,46.4194131891857,4.72797399484068,0,1,1,1,0,0,ESTOP,0,0,0
baseline,22.0,veh_01,50,0.01,7.564434028897718,47.47647253529774,2.8409992865897937,1,1,1,1,0,0,CRUISE,0,0,0
baseline,22.5,veh_01,50,0.01,9.840467374815875,47.096854659117774,3.8661682366094947,0,1,1,0,0,0,ESTOP,0,0,0
baseline,23.0,veh_01,50,0.01,10.618083687120638,47.13268210860325,4.044975451790736,1,1,1,1,0,0,CRUISE,0,0,0
baseline,23.5,veh_01,50,0.01,15.171366678656748,46.80504669977139,2.9432948448107052,0,1,1,0,1,0,ESTOP,0,0,0
baseline,24.0,veh_01,50,0.01,13.030854868705385,49.28373974817374,2.907527275078171,0,1,1,1,0,0,ESTOP,0,0,0
baseline,24.5,veh_01,50,0.01,6.710879533911799,49.40524230141129,4.148118666456002,1,1,1,0,1,0,YIELD,0,0,0
baseline,25.0,veh_01,50,0.01,12.972251908184385,46.47716599487818,3.8044822810191876,0,1,1,1,0,0,ESTOP,0,0,0
baseline,25.5,veh_01,50,0.01,10.84475315875105,46.723963917872844,4.750716279130948,1,1,1,0,0,0,YIELD,0,0,0
baseline,26.0,veh_01,50,0.01,9.969233999082125,48.41323350420249,2.4201119190325056,1,1,1,0,1,0,YIELD,0,0,0
baseline,26.5,veh_01,50,0.01,13.835028866522604,50.404958701325064,3.473977708181819,1,1,1,1,1,0,YIELD,0,0,0
baseline,27.0,veh_01,50,0.01,15.092998567487854,51.33352154701666,3.656175922669612,1,1,1,0,0,0,YIELD,0,0,0
baseline,27.5,veh_01,50,0.01,14.793840357348596,48.173910633104626,5.220795862185408,1,1,1,1,0,0,CRUISE,0,0,0
baseline,28.0,veh_01,50,0.01,9.482347430332084,50.1026176298222,2.5893793381481465,1,1,1,1,1,0,YIELD,0,0,0
baseline,28.5,veh_01,50,0.01,11.072362872446357,49.36943011318048,4.3519780077326295,0,1,1,1,0,0,ESTOP,0,0,0
baseline,29.0,veh_01,50,0.01,12.993790294210692,51.81113432898711,4.37913326130683,1,1,1,1,1,0,YIELD,0,0,0
baseline,29.5,veh_01,50,0.01,14.926635381367078,51.35134194132072,6.46959586401996,1,1,1,1,0,0,CRUISE,0,0,0
baseline,30.0,veh_01,50,0.01,10.56247728646413,51.35331481884455,2.4893659535406085,0,1,1,1,0,0,ESTOP,0,0,0
baseline,30.5,veh_01,50,0.01,11.443023070008548,49.85763888795775,3.014150022823759,0,1,1,1,1,0,ESTOP,0,0,0
baseline,31.0,veh_01,50,0.01,8.680995077981915,49.59075474707936,2.5939664766650186,0,1,1,1,1,0,ESTOP,0,0,0
baseline,31.5,veh_01,50,0.01,8.411380127757987,48.93949497437922,1.4953312418974,1,1,0,0,1,0,YIELD,0,0,0
baseline,32.0,veh_01,50,0.01,14.437577467182594,47.95159675501738,6.647030401394078,0,1,1,1,0,0,ESTOP,0,0,0
baseline,32.5,veh_01,50,0.01,16.06872008571247,51.03113257371072,2.1377481535763163,1,1,1,1,1,0,YIELD,0,0,0
baseline,33.0,veh_01,50,0.01,11.783969635258998,50.636021066277195,2.7755418864177317,1,1,1,1,0,0,CRUISE,0,0,0
baseline,33.5,veh_01,50,0.01,15.010598693676073,51.16161607134226,5.973649762423239,1,1,1,1,1,0,YIELD,0,0,0
baseline,34.0,veh_01,50,0.01,13.084908075142902,50.893927384985915,1.370339429592677,1,1,0,1,0,0,CRUISE,0,0,0
baseline,34.5,veh_01,50,0.01,10.064640736184627,48.840222842294345,5.134527353931072,1,1,1,1,0,0,CRUISE,0,0,0
baseline,35.0,veh_01,50,0.01,13.084186816525241,49.37224097517547,1.8804634819873338,1,1,0,1,0,0,CRUISE,0,0,0
baseline,35.5,veh_01,50,0.01,16.614109699397908,49.72004966293938,5.870042104794381,1,1,1,0,0,0,YIELD,0,0,0
baseline,36.0,veh_01,50,0.01,11.892521882670145,48.951415377467335,0.7451834694387123,1,1,0,1,0,0,CRUISE,0,0,0
baseline,36.5,veh_01,50,0.01,16.693930967442018,46.12146696158172,1.369795875624006,1,1,0,1,0,0,CRUISE,0,0,0
baseline,37.0,veh_01,50,0.01,4.140764687730767,46.481197866100466,3.182616647561637,1,1,1,1,0,0,CRUISE,0,0,0
baseline,37.5,veh_01,50,0.01,14.465707513125672,44.71061428617032,5.4577340352591035,1,1,1,1,0,0,CRUISE,0,0,0
baseline,38.0,veh_01,50,0.01,12.261141204714514,47.49347699116493,3.95356262404514,1,1,1,1,1,0,YIELD,0,0,0
baseline,38.5,veh_01,50,0.01,11.102977948602398,45.55396275529655,3.496427390670144,1,1,1,1,0,0,CRUISE,0,0,0
baseline,39.0,veh_01,50,0.01,12.275282329606506,43.464897431432234,6.019066311197076,1,1,1,1,0,0,CRUISE,0,0,0
baseline,39.5,veh_01,50,0.01,6.037293256197321,44.6276583707217,7.23285930764961,0,1,1,1,1,0,ESTOP,0,0,0
baseline,40.0,veh_01,50,0.01,11.340984336487464,43.77378315105352,5.008385926620658,1,1,1,0,0,0,YIELD,0,0,0
baseline,40.5,veh_01,50,0.01,13.07133771453524,42.06465908983598,3.0657182453480747,1,1,1,0,0,0,YIELD,0,0,0
baseline,41.0,veh_01,50,0.01,16.433682134224547,40.38775876606972,3.3727854489860922,1,1,1,1,0,0,CRUISE,0,0,0
baseline,41.5,veh_01,50,0.01,10.445189345179058,41.89260221347199,2.0673289303640128,1,1,1,1,0,0,CRUISE,0,0,0
baseline,42.0,veh_01,50,0.01,9.574519191320437,40.53208052236255,4.151226133381078,0,1,1,1,0,0,ESTOP,0,0,0
baseline,42.5,veh_01,50,0.01,10.49472886924639,40.75694058150433,1.5556105210355091,1,1,0,1,1,0,YIELD,0,0,0
baseline,43.0,veh_01,50,0.01,14.746206353106222,38.93795207729653,4.827795482964251,1,1,1,1,0,0,CRUISE,0,0,0
baseline,43.5,veh_01,50,0.01,12.986253328979053,39.429024281275716,7.00836106845993,1,1,1,1,0,0,CRUISE,0,0,0
baseline,44.0,veh_01,50,0.01,10.410719388698883,37.36486862896767,5.076387369689575,1,1,1,1,1,0,YIELD,0,0,0
baseline,44.5,veh_01,50,0.01,13.539802299340067,36.51247043675594,3.296278419707598,1,1,1,1,0,0,CRUISE,0,0,0
baseline,45.0,veh_01,50,0.01,12.29123264804412,36.86195346996077,4.790406118947685,1,1,1,1,0,0,CRUISE,0,0,0
baseline,45.5,veh_01,50,0.01,14.905934971598668,34.031660249537296,6.430800167748815,1,1,1,0,1,0,YIELD,0,0,0
baseline,46.0,veh_01,50,0.01,9.893840718367944,31.992591231745482,6.355741952891709,1,1,1,0,0,0,YIELD,0,0,0
baseline,46.5,veh_01,50,0.01,11.017013560206696,30.58753312176254,2.494363162654944,1,1,1,1,1,0,YIELD,0,0,0
baseline,47.0,veh_01,50,0.01,10.823675540603528,32.48656857518636,4.765444584373485,0,1,1,1,1,0,ESTOP,0,0,0
baseline,47.5,veh_01,50,0.01,7.609455155603644,30.919309655849897,3.762847764894702,0,1,1,0,1,0,ESTOP,0,0,0
baseline,48.0,veh_01,50,0.01,12.888360831193728,30.20558168702055,5.20988987187053,1,1,1,1,0,0,CRUISE,0,0,0
baseline,48.5,veh_01,50,0.01,12.783165816539668,27.172168492277294,4.575420930725156,1,1,1,1,0,0,CRUISE,0,0,0
baseline,49.0,veh_01,50,0.01,12.015340369927383,25.77743765309844,0.44541788577332886,1,1,0,1,0,0,CRUISE,0,0,0
baseline,49.5,veh_01,50,0.01,11.29623859987456,24.18310689846897,3.4779803705547416,1,1,1,1,0,0,CRUISE,0,0,0
baseline,50.0,veh_01,50,0.01,7.753887773848757,24.402350235226407,4.297837544344437,1,1,1,1,1,0,YIELD,0,0,0
baseline,50.5,veh_01,50,0.01,10.738064031703923,24.217608760398964,1.8484525492617316,0,1,0,0,0,0,ESTOP,0,0,0
baseline,51.0,veh_01,50,0.01,10.971856450419692,22.268501167376275,4.871533014798978,0,1,1,0,0,0,ESTOP,0,0,0
baseline,51.5,veh_01,50,0.01,9.593168192335144,21.27545452850969,1.7139771374094543,1,1,0,1,0,0,CRUISE,0,0,0
baseline,52.0,veh_01,50,0.01,11.516142865001973,21.953466931765014,2.8023414288744197,1,1,1,1,1,0,YIELD,0,0,0
baseline,52.5,veh_01,50,0.01,13.212152570443616,18.527193486347695,6.011967879550202,1,1,1,0,0,0,YIELD,0,0,0
baseline,53.0,veh_01,50,0.01,17.65855770363159,17.974355433904275,2.6743333167035974,1,0,1,1,1,0,ESTOP,0,0,0
baseline,53.5,veh_01,50,0.01,12.523733438495517,17.82495501265313,4.860950438802513,1,1,1,0,0,0,YIELD,0,0,0
baseline,54.0,veh_01,50,0.01,12.772651172168294,15.037020848032459,1.3696394231369693,1,0,0,1,0,0,ESTOP,0,1,1
baseline,54.5,veh_01,50,0.01,11.776662252701499,14.689114036107645,7.121971985147713,1,1,1,1,0,0,CRUISE,0,0,0
baseline,55.0,veh_01,50,0.01,6.243686354102875,14.390407090113031,3.543169542269114,1,1,1,1,0,0,CRUISE,0,0,0
baseline,55.5,veh_01,50,0.01,11.92045837365235,13.470350687425846,4.142981210421579,1,0,1,1,0,0,ESTOP,0,0,0
baseline,56.0,veh_01,50,0.01,12.18069062982308,8.983878464604139,4.268555194823447,0,0,1,1,0,0,ESTOP,0,0,0
baseline,56.5,veh_01,50,0.01,19.38972633745586,10.818126775253365,4.911350296497038,1,0,1,1,0,0,ESTOP,0,0,0
baseline,57.0,veh_01,50,0.01,11.422917105656632,7.790188424329702,1.7212300255207347,1,0,0,1,0,0,ESTOP,0,1,1
baseline,57.5,veh_01,50,0.01,12.904642027000838,5.559287164198432,3.991995293745005,1,0,1,1,0,0,ESTOP,0,0,0
baseline,58.0,veh_01,50,0.01,11.89586469088427,5.062966188335732,3.011846761327965,1,0,1,1,0,0,ESTOP,0,0,0
baseline,58.5,veh_01,50,0.01,8.493965887141403,5.843085087534162,1.4656641608825947,1,0,0,0,0,0,ESTOP,0,1,1
baseline,59.0,veh_01,50,0.01,15.42846844354506,2.587270188118691,5.480683300193065,1,0,1,0,0,0,ESTOP,0,0,0
baseline,59.5,veh_01,50,0.01,14.255799098060322,0.6238538565437037,3.471740524600614,0,0,1,1,0,0,ESTOP,0,0,0
baseline,60.0,veh_01,50,0.01,14.37309584112914,0.5336034172669092,4.363780638418779,1,0,1,0,0,0,ESTOP,0,0,0
baseline,60.5,veh_01,50,0.01,9.271837635615784,0.269429890506409,4.269768128092089,0,0,1,1,0,0,ESTOP,0,0,0
baseline,61.0,veh_01,50,0.01,16.2083829328083,0.9202511245818337,3.49772159143583,1,0,1,1,1,0,ESTOP,0,0,0
baseline,61.5,veh_01,50,0.01,7.794446811623157,2.438473674034838,6.962541030446172,1,0,1,0,0,0,ESTOP,0,0,0
baseline,62.0,veh_01,50,0.01,13.76057128140081,3.7386065192137425,3.929103021056486,1,0,1,1,0,0,ESTOP,0,0,0
baseline,62.5,veh_01,50,0.01,18.571366877429938,5.133920385051745,1.663071523484998,1,0,0,1,0,0,ESTOP,0,1,1
baseline,63.0,veh_01,50,0.01,9.028391024607934,6.377031942609179,3.399427959725023,1,0,1,0,0,0,ESTOP,0,0,0
baseline,63.5,veh_01,50,0.01,10.301106811191683,9.675275253820214,4.749606430168165,1,0,1,1,0,0,ESTOP,0,0,0
baseline,64.0,veh_01,50,0.01,12.298954095262923,9.123104878484533,4.798892664055827,1,0,1,0,0,0,ESTOP,0,0,0
baseline,64.5,veh_01,50,0.01,10.489573037651402,11.05493732609072,0.1,0,0,0,0,0,0,ESTOP,0,1,1
baseline,65.0,veh_01,50,0.01,7.3480097068016015,14.528105894750068,5.394223761017154,0,1,1,1,1,0,ESTOP,0,0,0
baseline,65.5,veh_01,50,0.01,12.205688924418082,14.09661379624761,1.35569960669344,0,0,0,0,0,0,ESTOP,0,1,1
baseline,66.0,veh_01,50,0.01,8.813088858821686,16.121080672831475,5.716202803924627,1,1,1,1,1,0,YIELD,0,0,0
baseline,66.5,veh_01,50,0.01,13.420777291905544,15.379622446495048,2.020978166293892,1,0,1,1,0,0,ESTOP,0,0,0
baseline,67.0,veh_01,50,0.01,9.24172729729859,16.687553552499686,3.6606321714869856,1,1,1,1,0,0,CRUISE,0,0,0
baseline,67.5,veh_01,50,0.01,16.649803215052618,17.2976460833204,5.59685301704005,1,0,1,0,0,0,ESTOP,0,0,0
baseline,68.0,veh_01,50,0.01,9.650240122991288,19.01257240607865,4.179408503330604,1,1,1,1,1,0,YIELD,0,0,0
baseline,68.5,veh_01,50,0.01,11.033815451382972,20.63991619654258,5.225047776570355,1,1,1,1,1,0,YIELD,0,0,0
baseline,69.0,veh_01,50,0.01,14.44055165210901,21.407566924084318,4.9279929395648985,1,1,1,1,0,0,CRUISE,0,0,0
baseline,69.5,veh_01,50,0.01,8.307407050698135,22.212748148008625,5.929402920106901,1,1,1,1,1,0,YIELD,0,0,0
baseline,70.0,veh_01,50,0.01,12.682379803812388,23.482543484402388,5.593314776370567,0,1,1,1,1,0,ESTOP,0,0,0
baseline,70.5,veh_01,50,0.01,15.921428262847284,25.968043307928337,3.3193835371953373,1,1,1,1,1,0,YIELD,0,0,0
baseline,71.0,veh_01,50,0.01,7.177550296316317,26.057286624374502,4.949412450690198,1,1,1,1,0,0,CRUISE,0,0,0
baseline,71.5,veh_01,50,0.01,12.553901575596912,27.77739129043393,1.7101722074533803,1,1,0,1,0,0,CRUISE,0,0,0
baseline,72.0,veh_01,50,0.01,12.77964838274527,29.402931698043073,3.913142638993323,0,1,1,0,0,0,ESTOP,0,0,0
baseline,72.5,veh_01,50,0.01,14.345468615331932,31.19965076495347,5.227727101957809,1,1,1,1,0,0,CRUISE,0,0,0
baseline,73.0,veh_01,50,0.01,8.289147867365754,29.623268111856255,4.200771481368999,1,1,1,1,0,0,CRUISE,0,0,0
baseline,73.5,veh_01,50,0.01,8.038630160747172,33.67004401214535,4.6699595972756285,1,1,1,0,0,0,YIELD,0,0,0
baseline,74.0,veh_01,50,0.01,13.565824696850694,33.96813187590652,3.680091436051313,0,1,1,1,0,0,ESTOP,0,0,0
baseline,74.5,veh_01,50,0.01,12.890954019699558,32.74476491248318,5.6936041563027135,1,1,1,0,1,0,YIELD,0,0,0
baseline,75.0,veh_01,50,0.01,12.75147855103763,36.84965355575448,3.879376339436511,1,1,1,1,1,0,YIELD,0,0,0
baseline,75.5,veh_01,50,0.01,13.039344628490927,37.952208152741626,3.30182472639392,1,1,1,0,1,0,YIELD,0,0,0
baseline,76.0,veh_01,50,0.01,9.959925835264528,35.40155311328916,5.329776118853582,1,1,1,1,0,0,CRUISE,0,0,0
baseline,76.5,veh_01,50,0.01,12.69676109148301,37.12780887259035,1.89226011645331,1,1,0,1,0,0,CRUISE,0,0,0
baseline,77.0,veh_01,50,0.01,12.879217419896044,40.08210319202078,4.751550015276018,0,1,1,1,0,0,ESTOP,0,0,0
baseline,77.5,veh_01,50,0.01,9.856945745920896,40.660705776096385,2.436272688659292,1,1,1,0,1,0,YIELD,0,0,0
baseline,78.0,veh_01,50,0.01,17.59732353343427,39.18893379617288,5.916890243857248,1,1,1,1,1,0,YIELD,0,0,0
baseline,78.5,veh_01,50,0.01,13.421498762735363,40.043706724447624,3.608459120129807,1,1,1,1,0,0,CRUISE,0,0,0
baseline,79.0,veh_01,50,0.01,8.426089508392053,41.41541680843672,4.2024770812295325,1,1,1,1,0,0,CRUISE,0,0,0
baseline,79.5,veh_01,50,0.01,13.969660825901489,42.57010015846868,4.618855594966184,1,1,1,1,0,0,CRUISE,0,0,0
baseline,80.0,veh_01,50,0.01,9.075954989318035,43.774289275343094,1.1054731055287639,1,1,0,1,0,0,CRUISE,0,0,0
baseline,80.5,veh_01,50,0.01,14.361253811227357,43.41651019137734,3.024122737664715,1,1,1,1,0,0,CRUISE,0,0,0
baseline,81.0,veh_01,50,0.01,15.475786737022212,44.40046507395097,5.56531886392983,1,1,1,0,1,0,YIELD,0,0,0
baseline,81.5,veh_01,50,0.01,9.537953044944869,46.11914797002805,5.301647536256333,1,1,1,1,1,0,YIELD,0,0,0
baseline,82.0,veh_01,50,0.01,14.890128387732965,43.82400569369241,4.424548308092825,1,1,1,1,0,0,CRUISE,0,0,0
baseline,82.5,veh_01,50,0.01,13.238342780809495,45.2037244029404,1.975804642861715,0,1,0,1,0,0,ESTOP,0,0,0
baseline,83.0,veh_01,50,0.01,14.46618047998347,47.53241966839828,4.878255191287868,1,1,1,1,0,0,CRUISE,0,0,0
baseline,83.5,veh_01,50,0.01,17.690378947961843,48.71290190535771,5.070099385308168,1,1,1,1,0,0,CRUISE,0,0,0
baseline,84.0,veh_01,50,0.01,11.26383565199139,47.59953558322034,4.070525819685618,1,1,1,1,1,0,YIELD,0,0,0
baseline,84.5,veh_01,50,0.01,9.73879150692753,48.06944068447092,5.834756425887186,1,1,1,1,0,0,CRUISE,0,0,0
baseline,85.0,veh_01,50,0.01,9.33145671112343,46.724979359812515,2.9748523148048154,1,1,1,1,0,0,CRUISE,0,0,0
baseline,85.5,veh_01,50,0.01,9.552569145103686,48.40814548717765,3.2352136337500377,1,1,1,1,0,0,CRUISE,0,0,0
baseline,86.0,veh_01,50,0.01,11.768694871757688,49.03784910251038,0.2730826313712784,0,1,0,0,0,0,ESTOP,0,0,0
baseline,86.5,veh_01,50,0.01,13.023455924449932,48.132627392736644,5.3797412652214955,1,1,1,0,0,0,YIELD,0,0,0
baseline,87.0,veh_01,50,0.01,12.830072397990056,48.4613899535544,4.4707929452052015,1,1,1,1,0,0,CRUISE,0,0,0
baseline,87.5,veh_01,50,0.01,14.481549747108073,49.081379721109,1.4772695123001562,1,1,0,0,0,0,YIELD,0,0,0
baseline,88.0,veh_01,50,0.01,12.039005675633721,47.80637955952456,1.3621015000087788,0,1,0,1,0,0,ESTOP,0,0,0
baseline,88.5,veh_01,50,0.01,16.36060223147195,49.134183348989104,2.691054058943484,1,1,1,1,0,0,CRUISE,0,0,0
baseline,89.0,veh_01,50,0.01,11.206029500286132,48.77726876571487,5.19048691297053,1,1,1,1,1,0,YIELD,0,0,0
baseline,89.5,veh_01,50,0.01,20.160507499768855,49.29285565748953,3.549459267867057,1,1,1,1,0,0,CRUISE,0,0,0
baseline,90.0,veh_01,50,0.01,13.877002043295018,48.479048527277,2.7928196250095128,1,1,1,1,0,0,CRUISE,0,0,0
baseline,90.5,veh_01,50,0.01,9.428527330751152,51.54497537173745,2.4908261603747563,1,1,1,1,1,0,YIELD,0,0,0
baseline,91.0,veh_01,50,0.01,8.787322505816663,50.30584655194489,2.4236320632577195,1,1,1,1,0,0,CRUISE,0,0,0
baseline,91.5,veh_01,50,0.01,13.447417245729556,50.56227596323436,1.0994825483386599,1,1,0,1,0,0,CRUISE,0,0,0
baseline,92.0,veh_01,50,0.01,11.329611644022448,50.88277972284302,2.1889062525304386,0,1,1,1,0,0,ESTOP,0,0,0
baseline,92.5,veh_01,50,0.01,14.142001482276276,49.56601186440674,2.394132880484249,1,1,1,1,0,0,CRUISE,0,0,0
baseline,93.0,veh_01,50,0.01,13.419712873720634,47.732098182106576,2.023934854685719,0,1,1,1,0,0,ESTOP,0,0,0
baseline,93.5,veh_01,50,0.01,11.781513262029382,49.31117154547192,3.751415420280077,1,1,1,1,1,0,YIELD,0,0,0
baseline,94.0,veh_01,50,0.01,9.459618845794786,49.25474450877382,2.7616227354738085,1,1,1,0,1,0,YIELD,0,0,0
baseline,94.5,veh_01,50,0.01,7.455458325942406,49.60025391662116,7.46458413310928,1,1,1,0,1,0,YIELD,0,0,0
baseline,95.0,veh_01,50,0.01,10.660455143798936,48.02292949937215,3.0041546296800012,1,1,1,1,0,0,CRUISE,0,0,0
baseline,95.5,veh_01,50,0.01,14.569196382970418,46.451307954591925,5.750654371575454,1,1,1,0,0,0,YIELD,0,0,0
baseline,96.0,veh_01,50,0.01,12.642281232390612,46.68792943795259,6.431662836681573,1,1,1,1,0,0,CRUISE,0,0,0
baseline,96.5,veh_01,50,0.01,8.262783663864036,46.58440374020346,1.6450594935139855,1,1,0,1,0,0,CRUISE,0,0,0
baseline,97.0,veh_01,50,0.01,12.519542777553546,47.2626902901865,4.110944446110352,1,1,1,1,0,0,CRUISE,0,0,0
baseline,97.5,veh_01,50,0.01,13.15595213918651,46.477089844239984,3.2236995236376638,1,1,1,1,0,0,CRUISE,0,0,0
baseline,98.0,veh_01,50,0.01,9.348427691396601,45.10165978572143,3.1016134051609967,1,1,1,0,0,0,YIELD,0,0,0
baseline,98.5,veh_01,50,0.01,12.461175317836584,47.07532521266495,4.833065225210362,0,1,1,1,0,0,ESTOP,0,0,0
baseline,99.0,veh_01,50,0.01,12.174626155338,44.97342548684593,3.0656942553650746,1,1,1,1,0,0,CRUISE,0,0,0
baseline,99.5,veh_01,50,0.01,8.571089106508131,42.88976280004224,3.256046430510294,1,1,1,1,0,0,CRUISE,0,0,0
baseline,100.0,veh_01,50,0.01,13.07336208104485,41.708400079703566,3.7478276565620594,1,1,1,1,0,0,CRUISE,0,0,0
baseline,100.5,veh_01,50,0.01,13.682353579104703,41.243444774441954,3.439901097435146,1,1,1,0,0,0,YIELD,0,0,0
baseline,101.0,veh_01,50,0.01,15.249153729525831,40.91735931080925,2.2396446894818123,1,1,1,1,0,0,CRUISE,0,0,0
baseline,101.5,veh_01,50,0.01,15.161406156104709,39.84903492413902,5.193859757271211,1,1,1,1,0,0,CRUISE,0,0,0
baseline,102.0,veh_01,50,0.01,7.866991896128727,39.197117814952605,5.572796407761401,1,1,1,1,1,0,YIELD,0,0,0
baseline,102.5,veh_01,50,0.01,9.186524880254632,38.80804768933715,4.515427884302826,1,1,1,1,0,0,CRUISE,0,0,0
